,location,total_sqft,bath,price,bhk
3273,Gunjur,1362.0,3.0,62.63,3
3274,Gunjur,1071.0,2.0,51.0,2
3275,Gunjur,1063.0,2.0,40.0,2
3276,Gunjur,1235.0,2.0,52.76,2
3277,Gunjur,1362.0,3.0,62.63,3
3278,Gunjur,1362.0,3.0,62.63,3
3279,Gunjur,1588.0,2.0,90.0,3
3280,Gunjur,1235.0,2.0,44.5,2
3281,Gunjur,1457.0,2.0,60.0,2
3282,Gunjur Palya,1050.0,2.0,43.0,2
3283,Gunjur Palya,1033.0,2.0,32.0,3
3284,Gunjur Palya,1400.0,3.0,45.0,3
3285,Gunjur Palya,993.0,2.0,42.0,2
3286,Gunjur Palya,1235.0,2.0,52.76,2
3287,HAL 2nd Stage,1490.0,2.0,300.0,3
3288,HAL 2nd Stage,600.0,3.0,145.0,2
3289,HAL 2nd Stage,2700.0,3.0,500.0,3
3290,HAL 2nd Stage,1000.0,7.0,250.0,7
3291,HAL 2nd Stage,2280.0,4.0,615.0,4
3292,HAL 2nd Stage,1000.0,7.0,260.0,8
3293,HAL 2nd Stage,2040.0,4.0,500.0,5
3294,HAL 3rd Stage,1865.0,3.0,350.0,3
3295,HAL 3rd Stage,1200.0,2.0,49.0,2
3296,HBR Layout,675.0,3.0,59.0,4
3297,HBR Layout,2800.0,2.0,200.0,3
3298,HBR Layout,1722.0,3.0,95.0,3
3299,HBR Layout,1200.0,4.0,120.0,4
3300,HBR Layout,1200.0,2.0,60.0,2
3301,HBR Layout,1004.0,2.0,49.0,2
3302,HBR Layout,1783.0,3.0,125.0,3
3303,HBR Layout,1656.0,3.0,90.0,3
3304,HBR Layout,1089.0,2.0,60.0,2
3305,HBR Layout,2400.0,5.0,320.0,4
3306,HBR Layout,1700.0,3.0,110.0,3
3307,HBR Layout,1198.0,2.0,65.0,2
3308,HBR Layout,1200.0,4.0,115.0,4
3309,HBR Layout,1800.0,2.0,230.0,3
3310,HBR Layout,1200.0,2.0,120.0,2
3311,HBR Layout,1832.0,3.0,160.0,3
3312,HMT Layout,1105.0,2.0,58.0,2
3313,HMT Layout,1700.0,3.0,80.0,3
3314,HMT Layout,7500.0,4.0,425.0,4
3315,HOSUR MAIN ROAD,1464.0,3.0,56.0,3
3316,HOSUR MAIN ROAD,1464.0,3.0,56.0,3
3317,HOSUR MAIN ROAD,1464.0,2.0,56.0,2
3318,HOSUR MAIN ROAD,1464.0,2.0,56.0,2
3319,HOSUR MAIN ROAD,1464.0,3.0,56.0,3
3320,HOSUR MAIN ROAD,1464.0,3.0,56.0,3
3321,HRBR Layout,2000.0,4.0,300.0,4
3322,HRBR Layout,1374.0,2.0,95.0,2
3323,HRBR Layout,1440.0,2.0,98.0,2
3324,HRBR Layout,1567.0,3.0,90.0,3
3325,HRBR Layout,2800.0,3.0,250.0,3
3326,HRBR Layout,1210.0,2.0,75.0,2
3327,HRBR Layout,1200.0,2.0,170.0,4
3328,HRBR Layout,1265.0,2.0,78.0,2
3329,HRBR Layout,1200.0,3.0,180.0,4
3330,HRBR Layout,1170.0,2.0,75.0,2
3331,HRBR Layout,1335.0,2.0,87.0,3
3332,HRBR Layout,1900.0,3.0,90.0,4
3333,HRBR Layout,1625.0,3.0,120.0,3
3334,HRBR Layout,1301.0,2.0,120.0,2
3335,HRBR Layout,1145.0,2.0,68.5,2
3336,HRBR Layout,1300.0,2.0,90.0,2
3337,HSR Layout,1400.0,3.0,56.0,3
3338,HSR Layout,1372.0,2.0,68.0,2
3339,HSR Layout,1430.0,2.0,65.0,3
3340,HSR Layout,1475.0,3.0,75.0,3
3341,HSR Layout,1467.0,2.0,55.0,2
3342,HSR Layout,1140.0,2.0,46.0,2
3343,HSR Layout,1372.0,2.0,61.0,2
3344,HSR Layout,1750.0,3.0,95.0,3
3345,HSR Layout,2424.0,3.0,90.0,3
3346,HSR Layout,1027.0,2.0,44.0,2
3347,HSR Layout,1650.0,3.0,110.0,3
3348,HSR Layout,1140.0,2.0,46.0,2
3349,HSR Layout,1372.0,2.0,61.0,2
3350,HSR Layout,1140.0,2.0,46.0,2
3351,HSR Layout,1185.0,2.0,60.0,2
3352,HSR Layout,1127.0,2.0,68.0,2
3353,HSR Layout,1600.0,2.0,115.0,3
3354,HSR Layout,1145.0,2.0,48.0,2
3355,HSR Layout,1009.0,2.0,56.0,2
3356,HSR Layout,2792.0,4.0,220.0,4
3357,HSR Layout,1300.0,2.0,98.0,2
3358,HSR Layout,2400.0,3.0,88.0,3
3359,HSR Layout,1140.0,2.0,46.0,2
3360,HSR Layout,1126.0,2.0,69.0,2
3361,HSR Layout,1360.0,2.0,53.0,3
3362,HSR Layout,1140.0,2.0,46.0,2
3363,HSR Layout,1145.0,2.0,46.0,2
3364,HSR Layout,1142.0,2.0,65.0,2
3365,HSR Layout,3500.0,5.0,350.0,5
3366,HSR Layout,1145.0,2.0,46.0,2
3367,HSR Layout,2020.0,3.0,160.0,3
3368,HSR Layout,1844.0,3.0,95.0,3
3369,HSR Layout,2500.0,4.0,300.0,4
3370,HSR Layout,1203.0,2.0,72.0,2
3371,HSR Layout,1140.0,2.0,46.0,2
3372,HSR Layout,4200.0,5.0,245.0,5
3373,HSR Layout,1140.0,2.0,46.0,2
3374,HSR Layout,1145.0,2.0,46.0,2
3375,HSR Layout,1009.0,2.0,56.0,2
3376,HSR Layout,1145.0,2.0,46.0,2
3377,HSR Layout,1100.0,2.0,44.0,2
3378,HSR Layout,1203.0,2.0,60.0,2
3379,HSR Layout,1590.0,2.0,135.0,3
3380,HSR Layout,1120.0,2.0,70.0,2
3381,HSR Layout,1140.0,2.0,46.0,2
3382,HSR Layout,1289.0,2.0,70.0,2
3383,HSR Layout,1844.0,3.0,89.0,3
3384,HSR Layout,1203.0,2.0,60.0,2
3385,HSR Layout,1140.0,2.0,46.0,2
3386,Hadosiddapura,1200.0,3.0,165.0,3
3387,Hagadur,1086.0,2.0,47.5,2
3388,Hallehalli,1260.0,4.0,65.0,4
3389,Hanumanth Nagar,1225.0,2.0,55.11,2
3390,Hanumanth Nagar,1220.0,2.0,54.89,2
3391,Hanumantha Nagar,3300.0,8.0,310.0,8
3392,Haralur Road,1240.0,2.0,70.0,2
3393,Haralur Road,1027.0,2.0,44.0,2
3394,Haralur Road,1464.0,3.0,56.0,3
3395,Haralur Road,2650.0,4.0,198.0,4
3396,Haralur Road,2805.0,5.0,154.0,4
3397,Haralur Road,1194.0,2.0,47.0,2
3398,Haralur Road,3385.0,5.0,260.0,4
3399,Haralur Road,1202.0,2.0,53.0,2
3400,Haralur Road,1056.0,2.0,61.0,2
3401,Haralur Road,1464.0,3.0,56.0,3
3402,Haralur Road,1810.0,3.0,100.0,3
3403,Haralur Road,1194.0,2.0,46.0,2
3404,Haralur Road,2805.0,4.0,154.0,4
3405,Haralur Road,1225.0,2.0,67.38,2
3406,Haralur Road,1243.0,2.0,46.0,2
3407,Haralur Road,1027.0,2.0,44.0,2
3408,Haralur Road,1920.0,3.0,115.0,3
3409,Haralur Road,1875.0,3.0,110.0,3
3410,Haralur Road,1194.0,2.0,47.0,2
3411,Haralur Road,1140.0,2.0,43.0,2
3412,Haralur Road,1027.0,2.0,44.0,2
3413,Haralur Road,1194.0,2.0,46.0,2
3414,Haralur Road,2017.0,3.0,125.0,3
3415,Haralur Road,1140.0,2.0,43.0,2
3416,Haralur Road,1875.0,3.0,110.0,3
3417,Haralur Road,1092.0,2.0,44.0,2
3418,Haralur Road,2475.0,4.0,130.0,3
3419,Haralur Road,1300.0,2.0,73.0,2
3420,Haralur Road,1194.0,2.0,47.0,2
3421,Haralur Road,1243.0,2.0,46.0,2
3422,Haralur Road,1850.0,3.0,110.0,3
3423,Haralur Road,1225.0,2.0,67.38,2
3424,Haralur Road,1243.0,2.0,46.0,2
3425,Haralur Road,3400.0,5.0,240.0,4
3426,Haralur Road,1464.0,2.0,56.0,2
3427,Haralur Road,1230.0,2.0,78.0,2
3428,Haralur Road,1000.0,2.0,44.0,2
3429,Haralur Road,3185.0,2.0,175.0,4
3430,Haralur Road,1300.0,2.0,79.0,2
3431,Haralur Road,1444.0,2.0,80.0,3
3432,Haralur Road,1088.0,2.0,68.0,2
3433,Haralur Road,1027.0,2.0,44.0,2
3434,Haralur Road,1464.0,3.0,56.0,3
3435,Haralur Road,1225.0,2.0,70.0,2
3436,Haralur Road,1464.0,3.0,56.0,3
3437,Haralur Road,1194.0,2.0,46.0,2
3438,Haralur Road,1000.0,2.0,78.0,2
3439,Haralur Road,1830.0,3.0,101.0,3
3440,Haralur Road,1810.0,3.0,126.0,3
3441,Haralur Road,1464.0,2.0,56.0,2
3442,Haralur Road,1520.0,2.0,96.0,3
3443,Haralur Road,1300.0,2.0,75.0,2
3444,Haralur Road,2017.0,2.0,125.0,3
3445,Haralur Road,1243.0,2.0,46.0,2
3446,Haralur Road,1027.0,2.0,44.0,2
3447,Haralur Road,2805.0,5.0,160.0,4
3448,Haralur Road,1243.0,2.0,46.0,2
3449,Haralur Road,1027.0,2.0,44.0,2
3450,Haralur Road,2017.0,3.0,105.0,3
3451,Haralur Road,1243.0,2.0,46.0,2
3452,Haralur Road,1243.0,2.0,46.0,2
3453,Haralur Road,1520.0,2.0,90.0,3
3454,Haralur Road,1300.0,2.0,60.0,2
3455,Haralur Road,1985.0,3.0,130.0,3
3456,Haralur Road,1255.0,2.0,90.0,3
3457,Haralur Road,1056.0,2.0,60.0,2
3458,Haralur Road,1140.0,2.0,42.0,2
3459,Haralur Road,1245.0,2.0,62.0,2
3460,Haralur Road,1140.0,2.0,58.0,2
3461,Haralur Road,1140.0,2.0,42.0,2
3462,Haralur Road,1027.0,2.0,43.0,2
3463,Haralur Road,1194.0,2.0,47.0,2
3464,Haralur Road,1194.0,2.0,47.0,2
3465,Haralur Road,1560.0,3.0,90.0,3
3466,Haralur Road,1520.0,2.0,85.0,3
3467,Haralur Road,1243.0,2.0,45.0,2
3468,Haralur Road,1027.0,2.0,44.0,2
3469,Haralur Road,1194.0,2.0,46.0,2
3470,Haralur Road,1650.0,3.0,100.0,3
3471,Haralur Road,1580.0,3.0,73.0,3
3472,Haralur Road,1243.0,2.0,46.0,2
3473,Haralur Road,1194.0,2.0,47.0,2
3474,Haralur Road,2805.0,4.0,154.0,4
3475,Haralur Road,1520.0,2.0,96.0,3
3476,Haralur Road,1510.0,3.0,83.05,3
3477,Haralur Road,1056.0,2.0,65.0,2
3478,Haralur Road,1810.0,3.0,100.0,3
3479,Haralur Road,1243.0,2.0,46.0,2
3480,Haralur Road,575.0,1.0,38.0,1
3481,Haralur Road,1194.0,2.0,46.0,2
3482,Haralur Road,1243.0,2.0,46.0,2
3483,Haralur Road,1194.0,2.0,46.0,2
3484,Haralur Road,1140.0,2.0,43.0,2
3485,Haralur Road,1850.0,3.0,120.0,3
3486,Haralur Road,1194.0,2.0,47.0,2
3487,Haralur Road,1194.0,2.0,47.0,2
3488,Haralur Road,1464.0,3.0,56.0,3
3489,Haralur Road,1243.0,2.0,46.0,2
3490,Haralur Road,1710.0,3.0,85.0,3
3491,Haralur Road,1730.0,3.0,95.0,3
3492,Haralur Road,1243.0,2.0,46.0,2
3493,Haralur Road,1243.0,2.0,46.0,2
3494,Haralur Road,1243.0,2.0,46.0,2
3495,Haralur Road,1817.0,3.0,110.0,3
3496,Haralur Road,1225.0,2.0,77.0,2
3497,Haralur Road,1285.0,2.0,78.0,2
3498,Haralur Road,1225.0,2.0,67.48,2
3499,Haralur Road,1225.0,2.0,69.84,2
3500,Haralur Road,1200.0,2.0,46.0,2
3501,Haralur Road,1315.0,2.0,85.0,2
3502,Haralur Road,1976.0,3.0,92.0,3
3503,Haralur Road,1300.0,2.0,75.0,2
3504,Haralur Road,1309.0,2.0,82.0,2
3505,Haralur Road,1027.0,1.0,44.0,2
3506,Haralur Road,1243.0,2.0,46.0,2
3507,Haralur Road,1243.0,2.0,46.0,2
3508,Haralur Road,1140.0,2.0,43.0,2
3509,Haralur Road,1300.0,2.0,75.0,2
3510,Haralur Road,1243.0,2.0,46.0,2
3511,Haralur Road,1890.0,3.0,84.0,3
3512,Haralur Road,1230.0,2.0,67.65,2
3513,Haralur Road,1194.0,2.0,46.0,2
3514,Haralur Road,1092.0,2.0,44.0,2
3515,Haralur Road,1464.0,3.0,56.0,3
3516,Haralur Road,1255.0,3.0,90.0,3
3517,Haralur Road,1735.0,3.0,97.0,3
3518,Haralur Road,1810.0,3.0,97.83,3
3519,Haralur Road,1200.0,2.0,46.0,2
3520,Haralur Road,1243.0,2.0,46.0,2
3521,Haralur Road,1810.0,3.0,112.0,3
3522,Harappanahalli,2400.0,2.0,95.0,2
3523,Harappanahalli,1311.0,2.0,48.0,2
3524,Harlur,1508.0,2.0,77.0,2
3525,Harlur,1752.12,3.0,135.0,3
3526,Harlur,2450.0,3.0,120.0,3
3527,Harlur,1460.0,3.0,73.0,3
3528,Harlur,1709.0,3.0,150.0,3
3529,Harlur,1174.0,2.0,69.0,2
3530,Harlur,1033.0,2.0,49.0,2
3531,Harlur,1197.0,2.0,84.0,2
3532,Harlur,1757.0,3.0,132.0,3
3533,Harlur,1174.0,2.0,76.0,2
3534,Harlur,1754.0,3.0,125.0,3
3535,Harlur,1290.0,2.0,85.0,2
3536,Harlur,1752.12,3.0,116.0,3
3537,Harlur,1754.0,3.0,135.0,3
3538,Harlur,1754.0,3.0,124.0,3
3539,Harlur,1152.0,2.0,69.0,2
3540,Harlur,1290.0,2.0,87.0,2
3541,Harlur,1749.0,3.0,115.0,3
3542,Harlur,3385.0,4.0,260.0,4
3543,Harlur,2240.0,5.0,155.0,3
3544,Harlur,1758.0,3.0,133.0,3
3545,Harlur,1884.0,4.0,120.0,4
3546,Harlur,1197.0,2.0,79.0,2
3547,Harlur,1174.0,2.0,78.0,2
3548,Harlur,1730.0,3.0,100.0,3
3549,Harlur,2138.0,3.0,110.0,3
3550,Harlur,1200.0,2.0,52.0,2
3551,Harlur,1197.0,2.0,79.0,2
3552,Harlur,1749.0,3.0,112.0,3
3553,Harlur,1174.0,2.0,75.0,2
3554,Harlur,1750.0,3.0,136.0,3
3555,Harlur,1620.0,3.0,110.0,3
3556,Harlur,1414.0,3.0,77.5,3
3557,Harlur,1630.0,3.0,95.1,3
3558,Harlur,1762.0,3.0,133.0,3
3559,Harlur,1756.0,3.0,131.0,3
3560,Harlur,1755.0,3.0,130.0,3
3561,Harlur,1864.0,3.0,140.0,3
3562,Harlur,1331.0,2.0,88.0,2
3563,Harlur,1752.12,3.0,133.0,3
3564,Harlur,1133.0,2.0,55.0,2
3565,Harlur,1756.0,3.0,128.0,3
3566,Harlur,1749.0,3.0,120.0,3
3567,Harlur,1197.0,2.0,82.0,2
3568,Harlur,1303.0,2.0,90.0,2
3569,Harlur,1754.0,3.0,132.0,3
3570,Harlur,1174.0,2.0,75.0,2
3571,Harlur,1756.0,3.0,134.0,3
3572,Harlur,1197.0,2.0,78.0,2
3573,Harlur,1290.0,2.0,89.9,2
3574,Harlur,1386.0,2.0,85.0,2
3575,Harlur,1174.0,2.0,74.0,2
3576,Harlur,1174.0,2.0,78.0,2
3577,Harlur,1710.0,3.0,85.0,3
3578,Harlur,1755.0,3.0,115.0,3
3579,Harlur,2820.0,4.0,153.5,4
3580,Harlur,2569.0,4.0,175.0,4
3581,Harlur,1710.0,3.0,85.0,3
3582,Harlur,1197.0,2.0,77.0,2
3583,Harlur,1752.12,3.0,125.0,3
3584,Harlur,2569.0,5.0,180.0,4
3585,Harlur,1225.0,2.0,56.0,2
3586,Harlur,1197.0,2.0,76.0,2
3587,Harlur,2137.0,3.0,110.0,3
3588,Harlur,1197.0,2.0,75.0,2
3589,Harlur,1755.0,3.0,117.0,3
3590,Harlur,1197.0,2.0,79.9,2
3591,Harlur,936.0,2.0,45.0,2
3592,Harlur,2990.0,4.0,225.0,4
3593,Harlur,1370.0,2.0,88.0,2
3594,Harlur,1335.0,2.0,72.76,2
3595,Harsha Layout,500.0,1.0,16.0,1
3596,Harsha Layout,450.0,1.0,20.0,1
3597,Hebbal,1760.0,2.0,123.0,3
3598,Hebbal,5611.5,4.0,477.0,4
3599,Hebbal,1900.0,3.0,119.0,3
3600,Hebbal,1349.0,2.0,98.2,2
3601,Hebbal,2483.0,5.0,212.0,4
3602,Hebbal,1760.0,2.0,130.0,3
3603,Hebbal,3450.0,5.0,260.0,3
3604,Hebbal,1920.0,3.0,134.0,3
3605,Hebbal,1500.0,3.0,150.0,3
3606,Hebbal,1337.0,2.0,82.0,2
3607,Hebbal,1349.0,2.0,98.0,2
3608,Hebbal,2470.0,5.0,247.0,4
3609,Hebbal,1036.0,2.0,50.0,2
3610,Hebbal,1255.0,2.0,77.68,3
3611,Hebbal,1355.0,3.0,83.87,3
3612,Hebbal,1790.0,3.0,127.0,3
3613,Hebbal,687.325,2.0,42.72,2
3614,Hebbal,2790.0,5.0,198.0,4
3615,Hebbal,1985.0,4.0,189.0,3
3616,Hebbal,2483.0,5.0,215.0,4
3617,Hebbal,1080.0,2.0,54.0,2
3618,Hebbal,812.0,2.0,55.0,2
3619,Hebbal,2790.0,4.0,198.0,4
3620,Hebbal,1075.0,2.0,52.0,2
3621,Hebbal,3067.0,4.0,230.0,4
3622,Hebbal,2526.0,2.0,250.0,3
3623,Hebbal,3067.0,4.0,230.0,4
3624,Hebbal,1255.0,2.0,77.68,3
3625,Hebbal,823.0,2.0,50.63,2
3626,Hebbal,1420.0,2.0,123.0,2
3627,Hebbal,1069.0,3.0,65.4,3
3628,Hebbal,1420.0,2.0,99.39,2
3629,Hebbal,4235.0,4.0,365.0,4
3630,Hebbal,1700.0,3.0,124.0,3
3631,Hebbal,3960.0,5.0,386.0,4
3632,Hebbal,1550.0,2.0,75.0,3
3633,Hebbal,1420.0,2.0,99.39,2
3634,Hebbal,1355.0,3.0,83.87,3
3635,Hebbal,1440.0,2.0,115.0,2
3636,Hebbal,1100.0,2.0,54.0,2
3637,Hebbal,1355.0,3.0,83.87,3
3638,Hebbal,2400.0,4.0,180.0,3
3639,Hebbal,1255.0,2.0,77.68,3
3640,Hebbal,1420.0,2.0,107.0,2
3641,Hebbal,1320.0,2.0,92.0,2
3642,Hebbal,919.0,2.0,49.0,2
3643,Hebbal,1645.0,3.0,135.0,3
3644,Hebbal,2080.0,3.0,175.0,3
3645,Hebbal,1355.0,3.0,83.87,3
3646,Hebbal,2483.0,5.0,230.0,4
3647,Hebbal,2600.0,3.0,195.0,3
3648,Hebbal,1645.0,3.0,117.0,3
3649,Hebbal,1251.0,2.0,88.73,2
3650,Hebbal,1645.0,3.0,121.0,3
3651,Hebbal,1760.0,3.0,123.0,3
3652,Hebbal,2790.0,4.0,198.0,4
3653,Hebbal,3960.0,5.0,386.0,4
3654,Hebbal,1645.0,3.0,120.0,3
3655,Hebbal,1255.0,2.0,90.0,3
3656,Hebbal,1645.0,3.0,117.0,3
3657,Hebbal,1255.0,3.0,77.68,3
3658,Hebbal,1586.0,3.0,90.0,3
3659,Hebbal,1636.0,3.0,119.0,3
3660,Hebbal,2661.0,2.0,226.5,3
3661,Hebbal,1255.0,2.0,95.0,3
3662,Hebbal,2790.0,4.0,198.0,4
3663,Hebbal,1269.0,2.0,73.0,3
3664,Hebbal,1255.0,2.0,95.0,3
3665,Hebbal,1088.0,2.0,61.45,2
3666,Hebbal,1349.0,2.0,97.8,2
3667,Hebbal,1255.0,3.0,77.68,3
3668,Hebbal,1344.0,2.0,108.0,2
3669,Hebbal,1255.0,2.0,90.0,3
3670,Hebbal,1255.0,3.0,77.68,3
3671,Hebbal,1138.0,2.0,110.0,2
3672,Hebbal,2790.0,5.0,204.0,4
3673,Hebbal,1088.0,2.0,62.0,2
3674,Hebbal,1987.0,4.0,165.0,3
3675,Hebbal,2790.0,5.0,198.0,4
3676,Hebbal,1299.0,2.0,100.0,2
3677,Hebbal,1200.0,2.0,60.0,2
3678,Hebbal,1645.0,3.0,117.0,3
3679,Hebbal,1390.0,2.0,95.0,2
3680,Hebbal,1333.0,2.0,100.0,2
3681,Hebbal,1355.0,3.0,83.87,3
3682,Hebbal,2650.0,4.0,199.0,3
3683,Hebbal,1800.0,3.0,140.0,3
3684,Hebbal,1860.0,3.0,95.0,3
3685,Hebbal,2470.0,4.0,203.0,4
3686,Hebbal,1255.0,2.0,95.0,3
3687,Hebbal,1333.0,2.0,104.0,2
3688,Hebbal,1645.0,3.0,117.0,3
3689,Hebbal,2600.0,3.0,199.0,3
3690,Hebbal,1345.0,2.0,97.0,2
3691,Hebbal,1110.0,3.0,59.0,3
3692,Hebbal,985.0,2.0,62.0,2
3693,Hebbal,1320.0,2.0,91.0,2
3694,Hebbal,2388.0,3.0,195.0,3
3695,Hebbal,1040.0,2.0,55.0,2
3696,Hebbal,1315.0,3.0,65.0,3
3697,Hebbal,2600.0,3.0,195.0,3
3698,Hebbal,1075.0,2.0,52.0,2
3699,Hebbal,2630.0,5.0,188.0,4
3700,Hebbal,2790.0,5.0,198.0,4
3701,Hebbal,3895.0,3.0,390.0,3
3702,Hebbal,1645.0,3.0,113.0,3
3703,Hebbal,1355.0,3.0,83.87,3
3704,Hebbal,1420.0,2.0,99.39,2
3705,Hebbal,1590.0,3.0,96.0,3
3706,Hebbal,3520.0,5.0,320.0,3
3707,Hebbal,1162.0,2.0,69.0,2
3708,Hebbal,1100.0,2.0,60.0,2
3709,Hebbal,4235.0,5.0,364.0,4
3710,Hebbal,1299.0,2.0,97.0,2
3711,Hebbal,1255.0,3.0,77.68,3
3712,Hebbal,2470.0,5.0,192.0,4
3713,Hebbal,1645.0,3.0,117.0,3
3714,Hebbal,1920.0,3.0,134.0,3
3715,Hebbal,3520.0,5.0,240.0,3
3716,Hebbal,1920.0,3.0,150.0,3
3717,Hebbal,2375.0,4.0,189.0,4
3718,Hebbal,1420.0,2.0,99.26,2
3719,Hebbal,1252.0,2.0,92.0,2
3720,Hebbal,2790.0,4.0,198.0,4
3721,Hebbal,1162.0,2.0,59.0,2
3722,Hebbal,1294.0,2.0,115.0,2
3723,Hebbal,4225.0,6.0,359.0,4
3724,Hebbal,1150.0,2.0,57.0,2
3725,Hebbal,1740.0,2.0,137.0,3
3726,Hebbal,1430.0,3.0,85.0,3
3727,Hebbal,3895.0,3.0,390.0,3
3728,Hebbal,1662.0,3.0,155.0,3
3729,Hebbal,2250.0,3.0,219.0,3
3730,Hebbal,1349.0,2.0,98.0,2
3731,Hebbal,4000.0,6.0,370.0,4
3732,Hebbal,1349.0,2.0,96.8,2
3733,Hebbal Kempapura,1700.0,3.0,155.0,3
3734,Hebbal Kempapura,1800.0,3.0,175.0,3
3735,Hebbal Kempapura,2900.0,4.0,300.0,3
3736,Hebbal Kempapura,3522.0,3.0,380.0,3
3737,Hebbal Kempapura,2280.0,5.0,200.0,5
3738,Hebbal Kempapura,1200.0,2.0,125.0,2
3739,Hebbal Kempapura,2900.0,4.0,240.0,3
3740,Hebbal Kempapura,3900.0,5.0,360.0,4
3741,Hebbal Kempapura,1300.0,2.0,102.0,2
3742,Hebbal Kempapura,1466.0,2.0,140.0,3
3743,Hebbal Kempapura,3900.0,5.0,310.0,4
3744,Hebbal Kempapura,1725.0,2.0,165.0,3
3745,Hebbal Kempapura,1200.0,3.0,125.0,3
3746,Hebbal Kempapura,3408.0,3.0,260.0,3
3747,Hebbal Kempapura,1485.0,3.0,132.0,2
3748,Hebbal Kempapura,1400.0,2.0,108.0,2
3749,Hebbal Kempapura,1800.0,3.0,150.0,3
3750,Hebbal Kempapura,2400.0,5.0,200.0,5
3751,Hebbal Kempapura,2800.0,5.0,220.0,5
3752,Hebbal Kempapura,1785.0,3.0,165.0,3
3753,Hebbal Kempapura,3729.0,4.0,384.0,4
3754,Hebbal Kempapura,1200.0,3.0,148.0,4
3755,Hebbal Kempapura,1600.0,3.0,170.0,3
3756,Hebbal Kempapura,1730.0,3.0,175.0,3
3757,Hebbal Kempapura,2485.0,4.0,198.0,4
3758,Hegde Nagar,1569.0,3.0,101.0,3
3759,Hegde Nagar,3000.0,7.0,210.0,6
3760,Hegde Nagar,2026.0,3.0,132.0,3
3761,Hegde Nagar,1801.0,3.0,115.0,3
3762,Hegde Nagar,1050.0,1.0,56.0,2
3763,Hegde Nagar,1341.0,2.0,97.0,2
3764,Hegde Nagar,2112.95,4.0,145.0,3
3765,Hegde Nagar,1200.0,4.0,83.0,4
3766,Hegde Nagar,1703.0,3.0,113.0,3
3767,Hegde Nagar,1570.0,3.0,105.0,3
3768,Hegde Nagar,1801.0,3.0,140.0,3
3769,Hegde Nagar,1584.01,3.0,103.0,3
3770,Hegde Nagar,1965.0,4.0,125.0,3
3771,Hegde Nagar,1200.0,2.0,75.0,2
3772,Hegde Nagar,1847.0,3.0,135.0,3
3773,Hegde Nagar,1965.0,4.0,132.0,3
3774,Hegde Nagar,1703.0,3.0,125.0,3
3775,Hegde Nagar,1847.0,3.0,125.0,3
3776,Hegde Nagar,2144.6,4.0,145.0,3
3777,Hegde Nagar,1718.0,3.0,119.0,3
3778,Hegde Nagar,1847.0,3.0,123.0,3
3779,Hegde Nagar,1340.0,2.0,72.0,2
3780,Hegde Nagar,2087.01,3.0,115.0,3
3781,Hegde Nagar,1703.0,3.0,130.0,3
3782,Hegde Nagar,2087.01,4.0,135.0,3
3783,Hegde Nagar,1718.0,3.0,130.0,3
3784,Hegde Nagar,1884.0,4.0,118.0,3
3785,Hegde Nagar,1930.0,4.0,122.0,3
3786,Hegde Nagar,1835.0,2.0,92.0,3
3787,Hegde Nagar,1584.01,3.0,104.0,3
3788,Hegde Nagar,1500.0,3.0,135.0,3
3789,Hegde Nagar,1168.0,2.0,68.0,3
3790,Hegde Nagar,2162.03,4.0,129.0,3
3791,Hegde Nagar,2087.01,4.0,160.0,3
3792,Hegde Nagar,1000.0,2.0,66.0,2
3793,Hegde Nagar,1348.0,2.0,80.5,3
3794,Hegganahalli,1200.0,1.0,48.0,1
3795,Hegganahalli,1200.0,1.0,48.0,1
3796,Hennagara,823.0,2.0,28.0,2
3797,Hennagara,1200.0,6.0,120.0,6
3798,Hennur,1075.0,2.0,52.0,2
3799,Hennur,1255.0,2.0,52.32,2
3800,Hennur,1225.0,2.0,57.0,2
3801,Hennur,1255.0,2.0,57.5,2
3802,Hennur,1259.0,2.0,57.0,2
3803,Hennur,1255.0,2.0,53.5,2
3804,Hennur,1285.0,2.0,60.0,2
3805,Hennur,1285.0,2.0,60.0,2
3806,Hennur,1100.0,2.0,60.0,2
3807,Hennur,1231.0,2.0,48.0,2
3808,Hennur,1255.0,2.0,58.0,2
3809,Hennur,1040.0,2.0,42.12,2
3810,Hennur,1255.0,2.0,54.5,2
3811,Hennur,1041.0,2.0,40.6,2
3812,Hennur,1340.0,3.0,54.24,3
3813,Hennur,1255.0,2.0,55.5,2
3814,Hennur,1260.0,2.0,52.0,3
3815,Hennur,1231.0,2.0,50.0,2
3816,Hennur,2500.0,5.0,125.0,5
3817,Hennur,1160.0,2.0,49.0,2
3818,Hennur,2400.0,3.0,135.0,3
3819,Hennur,1255.0,2.0,53.5,2
3820,Hennur,1255.0,2.0,55.5,2
3821,Hennur,1100.0,2.0,44.55,2
3822,Hennur,1255.0,2.0,57.5,2
3823,Hennur,960.0,2.0,48.0,2
3824,Hennur,1020.0,2.0,48.0,2
3825,Hennur,1255.0,2.0,52.32,2
3826,Hennur,1295.0,2.0,64.0,2
3827,Hennur,1935.0,3.0,102.0,3
3828,Hennur,1655.0,2.0,70.5,3
3829,Hennur,1345.0,2.0,69.0,3
3830,Hennur,1255.0,2.0,58.0,2
3831,Hennur,1420.0,2.0,62.0,2
3832,Hennur,1155.0,2.0,54.5,2
3833,Hennur,1255.0,2.0,52.32,2
3834,Hennur,1255.0,2.0,52.35,2
